"deint289";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D4:BA";"7";"138.103.52.49";"255.255.252.0";"138.103.52.1";"138.103.52.242,138.103.131.152";"False";;;
"deint300";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:14:82";"8";"138.103.52.48";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"deint301";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:54:61";"7";"138.103.52.47";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"deint302";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:60:CF";"7";"138.103.53.82";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"deint305";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F5:FA";"4";"138.103.167.63";"255.255.254.0";"138.103.166.1";"138.103.167.228,138.103.55.242,164.4.30.9";"False";;;
"deint310";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:69:CC";"18";"138.103.55.120";"255.255.252.0";"138.103.52.1";"164.4.30.177,164.4.30.117";"False";;;
"deint316";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,demu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:63:A2";"7";"138.103.167.216";"255.255.254.0";"138.103.166.1";"138.103.167.228,138.103.55.242";"False";;;
"deint316";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,zpa.sandvik.com,demu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:36:8F";"12";"138.103.166.26";"255.255.254.0";"138.103.166.1";"138.103.167.228,138.103.55.242,164.4.30.9";"True";;;"138.103.167.251"
"deint319";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9E:ED";"7";"164.4.118.24";"255.255.254.0";"164.4.118.1";"164.4.30.9,138.103.131.152,138.103.55.242";"False";;;
"deint320";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:53:6A";"7";"164.4.118.25";"255.255.254.0";"164.4.118.1";"164.4.30.9,138.103.131.152";"False";;;
"deint321";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:0F:12";"7";"164.4.118.23";"255.255.254.0";"164.4.118.1";"164.4.30.9,138.103.131.152";"False";;;
"deint322";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9C:3C";"7";"164.4.118.26";"255.255.254.0";"164.4.118.1";"164.4.30.9,138.103.131.152";"False";;;
"deint325";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:20:B5";"7";"138.103.52.122";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"deint326";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1E:77";"15";"138.103.52.126";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"deint326";"Backup";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:19:98";"6";"138.103.52.123";"255.255.252.0";"";"";"False";;;
"deint327";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A7:04";"7";"138.103.52.127";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152";"False";;;
"deint328";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,demu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5A:02";"7";"138.103.52.100";"255.255.252.0";"138.103.52.1";"138.103.55.242,164.4.30.9";"False";;;
"deint328";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,zpa.sandvik.com,demu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:47:29";"12";"138.103.167.200";"255.255.254.0";"138.103.166.1";"164.4.30.9";"False";;;
"deint329";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A9:76";"7";"138.103.52.90";"255.255.252.0";"138.103.52.1";"138.103.55.242,164.4.30.9";"False";;;
"deint330";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F1:13";"7";"138.103.52.91";"255.255.252.0";"138.103.52.1";"138.103.55.242,164.4.30.9";"False";;;
"deint331";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B1:32";"7";"138.103.52.92";"255.255.252.0";"138.103.51.1";"138.103.55.242,164.4.30.9";"False";;;
"deint331";"IDMZ";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:05:0D";"17";"10.62.9.3";"255.255.255.248";"10.62.9.1";"10.62.7.215,10.62.7.216";"False";;;
"deint332";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:CA:32";"7";"138.103.52.93";"255.255.252.0";"138.103.52.1";"138.103.55.242,164.4.30.9";"False";;;
"deint332";"Ethernet1";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:50:CC";"16";"138.103.52.95";"255.255.252.0";"";"";"False";;;
"deint333";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:FF:0D";"8";"138.103.52.98";"255.255.252.0";"138.103.52.1";"138.103.55.242,164.4.30.9";"False";;;
"deint333";"Ethernet1";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:55:12";"5";"138.103.52.99";"255.255.255.0";"";"";"False";;;
"deint335";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,zpa.sandvik.com,demu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1A:F2";"8";"138.103.167.23";"255.255.254.0";"138.103.166.1";"138.103.167.228,138.103.55.242";"False";;;
"deint336";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,wisdom.tdmsystems.com,zpa.sandvik.com,detu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:51:1A";"7";"138.103.168.74";"255.255.254.0";"138.103.168.1";"138.103.55.242,164.4.30.9";"False";;;
"deint337";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,wisdom.tdmsystems.com,zpa.sandvik.com,detu.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C5:7D";"7";"138.103.168.90";"255.255.254.0";"138.103.168.1";"138.103.55.242,164.4.30.9";"False";;;
"deint59";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:83:0D";"3";"164.4.184.242";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"deint59";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:47:2D";"2";"10.183.20.239";"255.255.255.0";"";"";"False";;;
"deint60";"Prod-Vlan57";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:51:46";"5";"164.4.87.23";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"deint60";"Backup-Vlan 3928";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:D8:44";"2";"10.180.207.214";"255.255.255.0";"";"";"False";;;
"deint62";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:A0:78:17";"8";"138.103.53.81";"255.255.252.0";"138.103.52.1";"138.103.55.242,138.103.131.152,164.4.30.9";"False";;;
"fidlns2";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:84:CE:88";"9";"10.52.59.238";"255.255.255.248";"10.52.59.233";"164.4.30.9,10.52.59.234";"False";;;
"fiint11";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:A7:3E:50";"6";"138.103.127.100";"255.255.255.0";"138.103.127.1";"10.52.59.234,164.4.30.9";"False";;;
"frdnt54";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:6B:BD:A8";"8";"164.4.144.11";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frdnt59";"Ethernet0";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:41:91";"8";"138.103.144.30";"255.255.255.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"frdnt60";"Slot2 Port 4";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"E4:3D:1A:F8:97:43";"17";"138.103.184.170";"255.255.255.0";"138.103.184.1";"164.4.142.2,164.4.30.9";"False";;;
"frint17";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:53:62";"14";"138.103.184.113";"255.255.255.0";"138.103.184.1";"164.4.142.2,164.4.30.9";"False";;;
"frint34";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:96:64:96";"13";"164.4.144.5";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint34";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:96:33:DC";"15";"164.4.144.6";"255.255.255.0";"";"";"False";;;
"frint36";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:7E:8B";"6";"164.4.144.39";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint37";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:72:CA";"2";"164.4.144.9";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint38";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:05:54";"4";"164.4.144.25";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint40";"Production";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:1F:83";"5";"164.4.144.41";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint42";"Production";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:3D:B3";"5";"164.4.144.2";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint43";"Ethernet0 2";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:72:D0";"15";"138.103.184.27";"255.255.254.0";"138.103.184.1";"164.4.142.2,164.4.30.9";"False";;;
"frint44";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:6B:EC:98";"14";"138.103.242.60";"255.255.255.128";"138.103.242.1";"164.4.142.2,164.4.30.9";"False";;;
"frint44";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"3A:68:DD:6B:EC:9F";"20";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"frint49";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:E6:7E";"18";"164.4.144.20";"255.255.255.0";"164.4.144.1";"164.4.30.177,164.4.30.117";"False";;;
"frint50";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:31:E5";"7";"164.4.144.10";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.117";"False";;;
"frint51";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:45:77";"4";"138.103.184.36";"255.255.254.0";"138.103.184.1";"164.4.30.117,164.4.30.177";"False";;;
"frint53";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,frme.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:48:F6";"7";"138.103.184.6";"255.255.255.0";"138.103.184.1";"164.4.142.2,164.4.30.9";"False";;;
"frint54";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,zpa.sandvik.com,frme.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:44:26";"7";"138.103.184.5";"255.255.254.0";"138.103.184.1";"164.4.142.2,164.4.30.9";"False";;;
"frint55";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9F:D5";"7";"164.4.144.15";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint58";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9E:8C";"7";"164.4.144.16";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frint59";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:74:48";"7";"164.4.144.8";"255.255.255.0";"164.4.144.1";"164.4.142.2,164.4.30.9";"False";;;
"frtnt5";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:2F:29";"14";"138.103.184.7";"255.255.254.0";"138.103.184.1";"164.4.142.2,164.4.30.9";"False";;;
"gbdnt74";"Ethernet 4";"IBM USB Remote NDIS Network Device #3";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"9A:BE:94:28:A8:81";"2";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"gbdnt74";"Production";"Intel(R) I350 Gigabit Network Connection";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"98:BE:94:28:A8:82";"19";"10.38.35.11";"255.255.255.0,255.255.255.0";"10.38.35.1";"164.4.100.99,164.4.100.116,164.4.30.177";"False";;;
"gbdnt74";"Local Area Connection 3";"Intel(R) I350 Gigabit Network Connection #3";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"98:BE:94:28:A8:84";"8";"169.254.7.141";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"gbdnt74";"Local Area Connection 4";"Intel(R) I350 Gigabit Network Connection #4";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"98:BE:94:28:A8:85";"11";"10.38.35.124";"255.255.255.0";"10.38.35.1";"164.4.100.116,164.4.30.9";"True";;;"164.4.100.116"
"gbdnt74";"Ethernet 3";"Intel(R) Ethernet Server Adapter X520-2 #2";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"F8:F2:1E:09:63:89";"4";"169.254.240.110";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"gbint04";"em1";"Intel(R) Ethernet Connection X722 for 1GbE #4";"win.dom.sandvik.com,zpa.sandvik.com,gbbh.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:71:CC:60";"20";"164.4.111.35";"255.255.255.0";"164.4.111.1";"164.4.100.116,164.4.30.9";"False";;;
"gbint14";"Production";"Intel(R) Ethernet Connection X722 for 1GbE #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:71:3E:3B";"19";"164.4.111.30";"255.255.255.0";"164.4.111.1";"164.4.100.116,164.4.30.9";"False";;;
"gbint17";"Prod";"Intel(R) Ethernet Connection X722 for 1GbE #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:71:46:E1";"13";"10.38.35.32";"255.255.255.0";"10.38.35.1";"164.4.100.99,164.4.100.116,164.4.30.177";"False";;;
"gbint3";"Function 1";"Broadcom NetXtreme Gigabit Ethernet #2";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"08:94:EF:0D:D5:91";"20";"10.38.35.199";"255.255.255.0";"10.38.35.1";"164.4.100.116,164.4.30.9";"True";;;"164.4.100.116"
"gbint3";"Production";"Broadcom NetXtreme Gigabit Ethernet";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"08:94:EF:0D:D5:90";"7";"10.38.35.15";"255.255.255.0";"10.38.35.1";"164.4.100.116,164.4.30.177";"False";;;
"gbint3";"Ethernet 2";"IBM USB Remote NDIS Network Device #3";"win.dom.sandvik.com,zpa.sandvik.com,gbne.sandvik.com";"0A:94:EF:0D:D5:97";"16";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"indlns2";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C3:39";"14";"138.103.176.247";"255.255.255.0,255.255.255.128";"";"";"False";;;
"indlns2";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:96:81";"7";"10.40.36.67";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"indnt67";"Production";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,zpa.sandvik.com,inpa.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:71:E7:C8";"2";"164.4.104.96";"255.255.255.0";"164.4.104.1";"138.103.64.82,164.4.92.45";"False";;;
"indnt76";"Prod";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com,zpa.sandvik.com,inba.sandvik.com,dom.sandvik.com,sandvik.com";"E4:3D:1A:F9:1B:37";"20";"10.61.7.6";"255.255.255.128";"10.61.7.1";"138.103.64.82,138.103.64.11";"False";;;
"inint1";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:87:69:C2";"5";"169.254.158.212";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"inint1";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:87:18:F2";"3";"10.40.36.69";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"inint2";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:87:21:D0";"3";"10.40.36.70";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"inint31";"Ethernet1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:45:71";"2";"10.40.33.47";"255.255.255.128";"";"";"False";;;
"inint31";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:1F:FF";"4";"10.40.36.71";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"inint79";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:63:57";"5";"10.40.36.73";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"inint80";"Production";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"E4:3D:1A:F9:1B:9B";"6";"10.61.7.8";"255.255.255.128";"10.61.7.1";"138.103.64.11,138.103.64.82,164.4.92.8";"False";;;
"inint84";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:0E:CD";"16";"10.40.36.74";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"inint84";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1B:6A";"8";"10.183.17.229";"255.255.255.0,255.255.255.128";"";"";"False";;;
"inint89";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:80:CC";"6";"10.40.36.66";"255.255.255.0";"10.40.36.65";"138.103.64.11,164.4.92.8";"False";;;
"jpdnt30";"Backup-Vlan3915";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:2A:21";"12";"10.183.17.242";"255.255.255.0";"";"";"False";;;
"jpdnt30";"Prodcution-Vlan44";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:34:A2";"13";"138.103.186.96";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"myint1";"Ethernet";"Remote NDIS Compatible Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"B4:45:06:F9:5A:53";"17";"169.254.1.2";"255.255.255.0";"";"";"True";;;"169.254.1.1"
"myint1";"Prod";"Broadcom NetXtreme Gigabit Ethernet";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"B4:45:06:F9:5A:57";"5";"10.37.55.10";"255.255.255.0";"10.37.55.1";"164.4.92.8,164.4.30.9";"False";;;
"nldhnt85";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:93:BC:80";"12";"10.51.40.70";"255.255.255.128";"10.51.40.1";"164.4.30.9,164.4.51.15";"False";;;
"nldhnt86";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:93:2F:64";"6";"10.51.40.71";"255.255.255.128";"10.51.40.1";"164.4.30.9,164.4.51.15";"False";;;
"nldhnt87";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:93:99:83";"5";"10.51.40.72";"255.255.255.128";"10.51.40.1";"164.4.30.9,164.4.51.15";"False";;;
"nldhnt88";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:93:93:DF";"4";"10.51.40.73";"255.255.255.128";"10.51.40.1";"164.4.30.9,164.4.51.15";"False";;;
"nldhnt89";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:93:CB:DB";"12";"10.51.40.74";"255.255.255.128";"10.51.40.1";"164.4.30.9,164.4.51.15";"False";;;
"noint6";"Ethernet 3";"Intel(R) I350 Gigabit Network Connection #3";"win.dom.sandvik.com";"40:F2:E9:9A:77:6B";"14";"169.254.142.140";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"noint6";"Production";"Intel(R) I350 Gigabit Network Connection #4";"win.dom.sandvik.com";"40:F2:E9:9A:77:6A";"15";"138.103.117.132";"255.255.255.0";"138.103.117.1";"164.4.30.9,138.103.117.102";"False";;;
"noint6";"Local Area Connection";"IBM USB Remote NDIS Network Device #2";"win.dom.sandvik.com";"42:F2:E9:9A:77:69";"16";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"noint8";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:75:D8:30";"15";"164.4.125.60";"255.255.255.0";"164.4.125.1";"164.4.100.116,164.4.30.9";"False";;;
"plbnt02";"IMM";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,pl.sandvik.com,dom.sandvik.com,sandvik.com";"3A:68:DD:14:02:87";"4";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"plbnt02";"em4";"Intel(R) Ethernet Connection X722 for 1GbE #2";"win.dom.sandvik.com,pl.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:14:02:83";"7";"10.38.112.80";"255.255.254.0";"10.38.112.1";"138.103.131.152,164.4.30.9";"True";;;"138.103.131.152"
"plbnt02";"Backup";"Intel(R) Ethernet Connection X722 for 1GbE #3";"win.dom.sandvik.com,pl.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:14:02:81";"3";"164.4.196.60";"255.255.255.0";"";"";"False";;;
"plbnt02";"PRODUCTION";"Intel(R) Ethernet Connection X722 for 1GbE #4";"win.dom.sandvik.com,pl.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:14:02:80";"2";"164.4.196.58";"255.255.255.0";"164.4.196.1";"164.4.30.9,138.103.131.152";"False";;;
"plint12";"em1";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,zpa.sandvik.com,plka.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:97:64:18";"19";"164.4.196.52";"255.255.255.0";"164.4.196.1";"164.4.30.9,138.103.131.152";"False";;;
"plint1";"Production";"Intel(R) I350 Gigabit Network Connection";"win.dom.sandvik.com";"40:F2:E9:9B:B9:5A";"6";"164.4.188.235";"255.255.255.0";"164.4.188.1";"164.4.30.9,164.4.162.8";"False";;;
